,solar_cf,wind_cf,price
2019-01-02 15:00:00,0.266,0.179,39.89407997142431
2019-01-02 16:00:00,0.008,0.302,26.46906031550096
2019-01-02 17:00:00,0.0,0.46,23.221184170520537
2019-01-02 18:00:00,0.0,0.573,16.105376173548965
2019-01-02 19:00:00,0.0,0.619,20.488276548938227
2019-01-02 20:00:00,0.0,0.6,41.109405780916795
2019-01-02 21:00:00,0.0,0.464,34.96350703083197
2019-01-02 22:00:00,0.0,0.295,56.56464502183231
2019-01-02 23:00:00,0.0,0.192,31.116360884907383
2019-01-03 00:00:00,0.0,0.191,64.765002195075
2019-01-03 01:00:00,0.0,0.221,39.49511913651728
2019-01-03 02:00:00,0.0,0.227,60.61682298917471
2019-01-03 03:00:00,0.0,0.202,41.42838791278238
2019-01-03 04:00:00,0.0,0.193,37.252193103824794
2019-01-03 05:00:00,0.0,0.185,40.35716890380913
2019-01-03 06:00:00,0.0,0.163,54.49945880654575
2019-01-03 07:00:00,0.032,0.132,54.662564285735186
2019-01-03 08:00:00,0.32,0.084,67.81284693605436
2019-01-03 09:00:00,0.534,0.039,43.8184734285561
2019-01-03 10:00:00,0.656,0.015,33.58351945354437
2019-01-03 11:00:00,0.708,0.032,36.98596569379872
2019-01-03 12:00:00,0.699,0.044,60.45519651097263
2019-01-03 13:00:00,0.629,0.049,15.36105431821926
2019-01-03 14:00:00,0.489,0.057,41.43939552434784
2019-01-03 15:00:00,0.262,0.081,41.36558792288011
2019-01-03 16:00:00,0.008,0.119,18.487891295135896
2019-01-03 17:00:00,0.0,0.149,27.014691141892243
2019-01-03 18:00:00,0.0,0.191,26.754751956253223
2019-01-03 19:00:00,0.0,0.264,27.81485721402829
2019-01-03 20:00:00,0.0,0.332,36.39219143855149
2019-01-03 21:00:00,0.0,0.35,18.39710167639606
2019-01-03 22:00:00,0.0,0.324,58.54479225201877
2019-01-03 23:00:00,0.0,0.281,48.50526974474319
2019-01-04 00:00:00,0.0,0.238,36.23054276885597
2019-01-04 01:00:00,0.0,0.192,32.8015266830772
2019-01-04 02:00:00,0.0,0.128,25.90743521432722
2019-01-04 03:00:00,0.0,0.067,28.42754083094991
2019-01-04 04:00:00,0.0,0.042,52.44176968348824
2019-01-04 05:00:00,0.0,0.045,51.80163681278279
2019-01-04 06:00:00,0.0,0.045,19.979562847998075
2019-01-04 07:00:00,0.039,0.036,47.61953643207626
2019-01-04 08:00:00,0.337,0.014,56.73798314466392
2019-01-04 09:00:00,0.537,0.008,66.00894422951929
2019-01-04 10:00:00,0.656,0.036,43.88048692700371
2019-01-04 11:00:00,0.707,0.061,43.74818627768435
2019-01-04 12:00:00,0.695,0.065,45.85109928516104
2019-01-04 13:00:00,0.618,0.076,34.41710845937605
2019-01-04 14:00:00,0.47,0.102,51.68051155984277
2019-01-04 15:00:00,0.231,0.134,28.76644532336502
2019-01-04 16:00:00,0.003,0.158,23.074658552050455
2019-01-04 17:00:00,0.0,0.154,40.69696619773405
2019-01-04 18:00:00,0.0,0.125,26.38107306295892
2019-01-04 19:00:00,0.0,0.096,25.631060367717712
2019-01-04 20:00:00,0.0,0.076,38.29950043576043
2019-01-04 21:00:00,0.0,0.068,33.72089757790376
2019-01-04 22:00:00,0.0,0.072,36.213698096420735
2019-01-04 23:00:00,0.0,0.09,34.26398654886761
2019-01-05 00:00:00,0.0,0.18,38.22040467571201
2019-01-05 01:00:00,0.0,0.34,22.668807346891178
2019-01-05 02:00:00,0.0,0.49,50.16414439294138
2019-01-05 03:00:00,0.0,0.576,32.11235870679546
2019-01-05 04:00:00,0.0,0.644,50.83625033702821
2019-01-05 05:00:00,0.0,0.69,54.25110481289988
2019-01-05 06:00:00,0.0,0.732,47.796073788690585
2019-01-05 07:00:00,0.048,0.771,54.75811812285053
2019-01-05 08:00:00,0.367,0.755,50.49168068068431
2019-01-05 09:00:00,0.569,0.714,41.06886263526824
2019-01-05 10:00:00,0.685,0.665,47.633807465473794
2019-01-05 11:00:00,0.733,0.66,64.30016621343712
2019-01-05 12:00:00,0.717,0.642,46.799770252191344
2019-01-05 13:00:00,0.643,0.594,42.40215455247366
2019-01-05 14:00:00,0.502,0.528,31.32286137076538
2019-01-05 15:00:00,0.274,0.526,24.44063974452064
2019-01-05 16:00:00,0.011,0.642,33.98033309074893
2019-01-05 17:00:00,0.0,0.714,45.44670796362698
2019-01-05 18:00:00,0.0,0.72,23.5632058451178
2019-01-05 19:00:00,0.0,0.709,38.52465520222025
2019-01-05 20:00:00,0.0,0.718,19.57066814418716
2019-01-05 21:00:00,0.0,0.741,68.17233287019013
2019-01-05 22:00:00,0.0,0.777,33.915731081175764
2019-01-05 23:00:00,0.0,0.823,36.422856140111044
2019-01-06 00:00:00,0.0,0.827,55.674336301926104
2019-01-06 01:00:00,0.0,0.829,43.94560946669314
2019-01-06 02:00:00,0.0,0.834,61.79971454718539
2019-01-06 03:00:00,0.0,0.839,60.31978227677217
2019-01-06 04:00:00,0.0,0.839,65.59252169867788
2019-01-06 05:00:00,0.0,0.829,24.71503162311911
2019-01-06 06:00:00,0.0,0.817,54.13881566803702
2019-01-06 07:00:00,0.048,0.803,39.012989675178616
2019-01-06 08:00:00,0.363,0.754,43.757245829109195
2019-01-06 09:00:00,0.563,0.726,48.87532320137768
2019-01-06 10:00:00,0.68,0.706,19.718706949826572
2019-01-06 11:00:00,0.729,0.697,58.476489101321135
2019-01-06 12:00:00,0.718,0.678,70.33409095099978
2019-01-06 13:00:00,0.649,0.661,61.033874229469035
2019-01-06 14:00:00,0.515,0.656,35.74697474116164
2019-01-06 15:00:00,0.294,0.674,41.50147737251604
2019-01-06 16:00:00,0.016,0.753,52.06114163673576
2019-01-06 17:00:00,0.0,0.797,29.087969053358673
2019-01-06 18:00:00,0.0,0.778,38.35808951806661
2019-01-06 19:00:00,0.0,0.746,20.469683403314587
2019-01-06 20:00:00,0.0,0.724,5.678310469662435
2019-01-06 21:00:00,0.0,0.705,21.070913567946658
2019-01-06 22:00:00,0.0,0.69,32.87382170805473
2019-01-06 23:00:00,0.0,0.69,51.73386226088235
2019-01-07 00:00:00,0.0,0.675,32.503992424745974
2019-01-07 01:00:00,0.0,0.668,49.35070501735247
2019-01-07 02:00:00,0.0,0.653,41.42925839853401
2019-01-07 03:00:00,0.0,0.636,53.633041959051745
2019-01-07 04:00:00,0.0,0.589,73.09941448019663
2019-01-07 05:00:00,0.0,0.525,53.537273560731485
2019-01-07 06:00:00,0.0,0.432,29.69172945577607
2019-01-07 07:00:00,0.006,0.362,69.88384601519434
2019-01-07 08:00:00,0.12,0.317,59.28143164852034
2019-01-07 09:00:00,0.303,0.254,31.836957373213878
2019-01-07 10:00:00,0.554,0.192,38.578561548694026
2019-01-07 11:00:00,0.687,0.149,66.63384984266858
2019-01-07 12:00:00,0.697,0.15,41.77722446570292
2019-01-07 13:00:00,0.624,0.171,45.812819830324045
2019-01-07 14:00:00,0.482,0.194,35.58942277396426
2019-01-07 15:00:00,0.253,0.27,55.856902015505455
2019-01-07 16:00:00,0.009,0.358,43.62689744540407
2019-01-07 17:00:00,0.0,0.391,35.398084905394214
2019-01-07 18:00:00,0.0,0.354,35.11842946509503
2019-01-07 19:00:00,0.0,0.266,44.34018632697468
2019-01-07 20:00:00,0.0,0.18,41.9949486264308
2019-01-07 21:00:00,0.0,0.153,43.420252244262144
2019-01-07 22:00:00,0.0,0.17,25.5709345532404
2019-01-07 23:00:00,0.0,0.22,18.16846261563907
2019-01-08 00:00:00,0.0,0.282,30.33225593871925
2019-01-08 01:00:00,0.0,0.355,45.90771147960368
2019-01-08 02:00:00,0.0,0.444,39.05664043706804
2019-01-08 03:00:00,0.0,0.568,47.74618681149138
2019-01-08 04:00:00,0.0,0.671,46.321481240515666
2019-01-08 05:00:00,0.0,0.737,65.10787633983189
2019-01-08 06:00:00,0.0,0.778,60.46555782974954
2019-01-08 07:00:00,0.045,0.801,37.855788662010895
2019-01-08 08:00:00,0.35,0.796,57.02768627767104
2019-01-08 09:00:00,0.556,0.744,73.69216627495244
2019-01-08 10:00:00,0.673,0.71,47.37431500153097
2019-01-08 11:00:00,0.722,0.688,52.489830785152826
2019-01-08 12:00:00,0.707,0.647,46.36401684888271
2019-01-08 13:00:00,0.631,0.617,9.4547501012036
2019-01-08 14:00:00,0.483,0.586,44.03222485786708
2019-01-08 15:00:00,0.246,0.561,34.14897705567759
2019-01-08 16:00:00,0.008,0.629,59.23220320011343
2019-01-08 17:00:00,0.0,0.703,25.58940418008298
2019-01-08 18:00:00,0.0,0.718,49.75681722421004
2019-01-08 19:00:00,0.0,0.712,32.73664979873857
2019-01-08 20:00:00,0.0,0.715,29.394838058945602
2019-01-08 21:00:00,0.0,0.739,36.77082982722418
2019-01-08 22:00:00,0.0,0.783,65.84558891743374
2019-01-08 23:00:00,0.0,0.821,38.23516957863467
2019-01-09 00:00:00,0.0,0.855,26.01942269057041
2019-01-09 01:00:00,0.0,0.858,64.94730206081381
2019-01-09 02:00:00,0.0,0.86,39.06310251166144
2019-01-09 03:00:00,0.0,0.867,49.07271134153143
2019-01-09 04:00:00,0.0,0.882,43.33543014912432
2019-01-09 05:00:00,0.0,0.879,54.96667913602137
2019-01-09 06:00:00,0.0,0.855,63.347684526813936
2019-01-09 07:00:00,0.039,0.835,50.80972489015566
2019-01-09 08:00:00,0.339,0.798,59.74616890189984
2019-01-09 09:00:00,0.542,0.793,53.10463130317464
2019-01-09 10:00:00,0.676,0.797,46.04140526626549
2019-01-09 11:00:00,0.725,0.809,61.04970280374876
2019-01-09 12:00:00,0.711,0.82,37.63885488210811
2019-01-09 13:00:00,0.641,0.806,37.85514286096831
2019-01-09 14:00:00,0.505,0.767,46.97017613731386
2019-01-09 15:00:00,0.286,0.697,13.946442860692834
2019-01-09 16:00:00,0.018,0.697,42.64249060323027
2019-01-09 17:00:00,0.0,0.706,44.40813046425845
2019-01-09 18:00:00,0.0,0.738,42.46799749855113
2019-01-09 19:00:00,0.0,0.733,27.0245734348493
2019-01-09 20:00:00,0.0,0.657,34.73161130094361
2019-01-09 21:00:00,0.0,0.55,43.866140225186435
2019-01-09 22:00:00,0.0,0.528,40.58149191007834
2019-01-09 23:00:00,0.0,0.566,52.985677885405934
2019-01-10 00:00:00,0.0,0.625,51.07840214771961
2019-01-10 01:00:00,0.0,0.651,57.94939268446864
2019-01-10 02:00:00,0.0,0.669,46.11513716507257
2019-01-10 03:00:00,0.0,0.721,55.08116794176768
2019-01-10 04:00:00,0.0,0.751,40.23405688505768
2019-01-10 05:00:00,0.0,0.758,43.36165816350237
2019-01-10 06:00:00,0.0,0.763,44.37670688459615
2019-01-10 07:00:00,0.065,0.761,65.82920197849027
2019-01-10 08:00:00,0.391,0.69,60.66024321067002
2019-01-10 09:00:00,0.587,0.646,39.9681571723702
2019-01-10 10:00:00,0.703,0.682,35.95205679265506
2019-01-10 11:00:00,0.753,0.653,42.51573888507498
2019-01-10 12:00:00,0.74,0.607,34.46178431189621
2019-01-10 13:00:00,0.669,0.573,56.10665860521466
2019-01-10 14:00:00,0.529,0.574,40.856090548714754
2019-01-10 15:00:00,0.301,0.559,35.84310921866615
2019-01-10 16:00:00,0.022,0.594,39.62669732320357
2019-01-10 17:00:00,0.0,0.649,31.550852329745954
2019-01-10 18:00:00,0.0,0.676,8.67039692687182
2019-01-10 19:00:00,0.0,0.652,39.07617853541342
2019-01-10 20:00:00,0.0,0.592,19.503951985112618
2019-01-10 21:00:00,0.0,0.526,44.90782109406673
2019-01-10 22:00:00,0.0,0.459,43.614145029499
2019-01-10 23:00:00,0.0,0.382,55.813205134720775
2019-01-11 00:00:00,0.0,0.344,43.416490935763306
2019-01-11 01:00:00,0.0,0.318,56.642090902636056
2019-01-11 02:00:00,0.0,0.285,39.40907047800471
2019-01-11 03:00:00,0.0,0.291,50.295379118931216
2019-01-11 04:00:00,0.0,0.311,34.49158273295819
2019-01-11 05:00:00,0.0,0.315,58.836228148395705
2019-01-11 06:00:00,0.0,0.307,58.85977869091822
2019-01-11 07:00:00,0.057,0.303,69.67686424992726
2019-01-11 08:00:00,0.375,0.264,54.75678610084509
2019-01-11 09:00:00,0.577,0.217,53.09032657430037
2019-01-11 10:00:00,0.695,0.188,42.480477262842655
2019-01-11 11:00:00,0.745,0.172,55.255510621075636
2019-01-11 12:00:00,0.733,0.184,30.927944155028666
2019-01-11 13:00:00,0.658,0.199,36.892314022206214
2019-01-11 14:00:00,0.512,0.2,37.61187848560438
2019-01-11 15:00:00,0.281,0.214,17.202498942845864
2019-01-11 16:00:00,0.018,0.311,37.51698009067041
2019-01-11 17:00:00,0.0,0.462,14.711550831552291
2019-01-11 18:00:00,0.0,0.587,46.787429773158735
2019-01-11 19:00:00,0.0,0.63,46.64649984862427
2019-01-11 20:00:00,0.0,0.605,45.690923210950146
2019-01-11 21:00:00,0.0,0.506,18.78450678045898
2019-01-11 22:00:00,0.0,0.402,28.45935426168377
2019-01-11 23:00:00,0.0,0.413,37.693393246738594
2019-01-12 00:00:00,0.0,0.479,30.23214659433261
2019-01-12 01:00:00,0.0,0.497,37.606794788780284
2019-01-12 02:00:00,0.0,0.496,56.0069505550176
2019-01-12 03:00:00,0.0,0.517,44.70552050299281
2019-01-12 04:00:00,0.0,0.532,53.793415593317725
2019-01-12 05:00:00,0.0,0.52,53.934309865589896
2019-01-12 06:00:00,0.0,0.491,53.541071228819746
2019-01-12 07:00:00,0.051,0.471,56.15429881659544
2019-01-12 08:00:00,0.348,0.391,45.54922434896981
2019-01-12 09:00:00,0.551,0.322,43.18213928444081
2019-01-12 10:00:00,0.67,0.316,61.92721441028968
2019-01-12 11:00:00,0.719,0.367,35.36782478947886
2019-01-12 12:00:00,0.709,0.43,32.84050036750708
2019-01-12 13:00:00,0.636,0.471,36.42473285135501
2019-01-12 14:00:00,0.497,0.51,39.50905950045152
2019-01-12 15:00:00,0.276,0.528,47.57219507199562
2019-01-12 16:00:00,0.02,0.614,43.92931748754141
2019-01-12 17:00:00,0.0,0.694,24.445841096832332
2019-01-12 18:00:00,0.0,0.713,51.066245829417696
2019-01-12 19:00:00,0.0,0.683,24.479294808815297
2019-01-12 20:00:00,0.0,0.665,25.89609953768114
2019-01-12 21:00:00,0.0,0.704,32.34576171329001
2019-01-12 22:00:00,0.0,0.729,61.49018930133944
2019-01-12 23:00:00,0.0,0.737,20.854299044833336
2019-01-13 00:00:00,0.0,0.72,18.243560088781713
2019-01-13 01:00:00,0.0,0.723,29.719215772438723
2019-01-13 02:00:00,0.0,0.762,68.20186835986155
2019-01-13 03:00:00,0.0,0.775,41.31587751123762
2019-01-13 04:00:00,0.0,0.788,54.67909191721844
2019-01-13 05:00:00,0.0,0.789,56.15090757487013
2019-01-13 06:00:00,0.0,0.751,51.31999861192618
2019-01-13 07:00:00,0.055,0.724,58.785447316383
2019-01-13 08:00:00,0.298,0.693,37.152532716233026
2019-01-13 09:00:00,0.538,0.647,49.372454777226274
2019-01-13 10:00:00,0.637,0.61,58.81502700351764
2019-01-13 11:00:00,0.608,0.589,60.77209500561655
2019-01-13 12:00:00,0.577,0.593,37.34524226658249
2019-01-13 13:00:00,0.606,0.576,68.66318067275834
2019-01-13 14:00:00,0.483,0.536,22.946385900126877
2019-01-13 15:00:00,0.266,0.481,23.370686394767564
2019-01-13 16:00:00,0.018,0.558,39.18069022804347
2019-01-13 17:00:00,0.0,0.668,36.7810375567911
2019-01-13 18:00:00,0.0,0.715,32.803736702411655
2019-01-13 19:00:00,0.0,0.72,38.605990917526626
2019-01-13 20:00:00,0.0,0.73,35.3097244111423
2019-01-13 21:00:00,0.0,0.766,30.559296858449603
2019-01-13 22:00:00,0.0,0.803,49.83433887710928
2019-01-13 23:00:00,0.0,0.862,57.81093470023006
2019-01-14 00:00:00,0.0,0.894,63.61892370243619
2019-01-14 01:00:00,0.0,0.915,40.27009445117691
2019-01-14 02:00:00,0.0,0.93,65.64366731204233
2019-01-14 03:00:00,0.0,0.943,52.68996793975078
2019-01-14 04:00:00,0.0,0.954,52.46351261166376
2019-01-14 05:00:00,0.0,0.957,69.91839236421777
2019-01-14 06:00:00,0.0,0.959,43.44359932390498
2019-01-14 07:00:00,0.064,0.954,29.874096677356704
2019-01-14 08:00:00,0.359,0.944,62.099521210991774
2019-01-14 09:00:00,0.56,0.95,57.58121453509666
2019-01-14 10:00:00,0.668,0.947,56.247757735457704
2019-01-14 11:00:00,0.71,0.92,45.12055435024552
2019-01-14 12:00:00,0.696,0.864,28.506029956339106
2019-01-14 13:00:00,0.628,0.775,17.808805191794082
2019-01-14 14:00:00,0.497,0.674,46.55085411325872
2019-01-14 15:00:00,0.281,0.555,40.86446880449338
2019-01-14 16:00:00,0.026,0.501,13.244685024131655
2019-01-14 17:00:00,0.0,0.489,13.706601148652545
2019-01-14 18:00:00,0.0,0.472,48.626826295905325
2019-01-14 19:00:00,0.0,0.491,29.807824559234405
2019-01-14 20:00:00,0.0,0.517,39.54104066130185
2019-01-14 21:00:00,0.0,0.505,31.382455843289534
2019-01-14 22:00:00,0.0,0.466,35.71901112800075
2019-01-14 23:00:00,0.0,0.45,27.802638630406797
2019-01-15 00:00:00,0.0,0.433,31.04214318188066
2019-01-15 01:00:00,0.0,0.447,47.34094158202298
2019-01-15 02:00:00,0.0,0.432,51.47023363328701
2019-01-15 03:00:00,0.0,0.393,53.69658253529712
2019-01-15 04:00:00,0.0,0.335,52.4845835083271
2019-01-15 05:00:00,0.0,0.27,53.07152655003479
2019-01-15 06:00:00,0.0,0.224,40.2666550544109
2019-01-15 07:00:00,0.052,0.193,31.972946546133578
2019-01-15 08:00:00,0.312,0.157,53.93421452757157
2019-01-15 09:00:00,0.504,0.104,50.42128574859243
2019-01-15 10:00:00,0.653,0.038,44.91287665031903
2019-01-15 11:00:00,0.712,0.002,26.68371938061327
2019-01-15 12:00:00,0.709,0.002,39.944622661307214
2019-01-15 13:00:00,0.639,0.007,52.436149348735654
2019-01-15 14:00:00,0.503,0.018,40.14608124036999
2019-01-15 15:00:00,0.286,0.032,55.911289088214694
2019-01-15 16:00:00,0.027,0.041,51.1948294466298
2019-01-15 17:00:00,0.0,0.041,48.01891807249114
2019-01-15 18:00:00,0.0,0.032,42.469156357190215
2019-01-15 19:00:00,0.0,0.02,58.25931396988848
2019-01-15 20:00:00,0.0,0.012,32.75137136427672
2019-01-15 21:00:00,0.0,0.01,31.249783909160424
2019-01-15 22:00:00,0.0,0.013,45.41948386941886
2019-01-15 23:00:00,0.0,0.017,42.95300248735359
2019-01-16 00:00:00,0.0,0.024,36.06777824032095
2019-01-16 01:00:00,0.0,0.036,47.48120217782483
2019-01-16 02:00:00,0.0,0.061,30.520999787851625
2019-01-16 03:00:00,0.0,0.079,41.151573528443805
2019-01-16 04:00:00,0.0,0.083,44.61429296098224
2019-01-16 05:00:00,0.0,0.076,45.831804070527454
2019-01-16 06:00:00,0.0,0.06,56.814359403937985
2019-01-16 07:00:00,0.027,0.046,35.97498766318306
2019-01-16 08:00:00,0.157,0.034,22.7752275620468
2019-01-16 09:00:00,0.281,0.042,33.13557393565503
2019-01-16 10:00:00,0.394,0.122,61.708748183865296
2019-01-16 11:00:00,0.443,0.22,35.78534490734489
2019-01-16 12:00:00,0.396,0.259,37.684388974085294
2019-01-16 13:00:00,0.333,0.252,38.99387813841687
2019-01-16 14:00:00,0.247,0.238,43.695104665418334
2019-01-16 15:00:00,0.105,0.224,64.3714084587025
2019-01-16 16:00:00,0.001,0.218,25.16035292486907
2019-01-16 17:00:00,0.0,0.196,28.152658875062976
2019-01-16 18:00:00,0.0,0.173,28.193192592259
2019-01-16 19:00:00,0.0,0.152,55.00670262346489
2019-01-16 20:00:00,0.0,0.131,19.72466825632649
2019-01-16 21:00:00,0.0,0.12,21.01626751752589
2019-01-16 22:00:00,0.0,0.118,48.08512187884092
2019-01-16 23:00:00,0.0,0.114,19.597731708926343
2019-01-17 00:00:00,0.0,0.132,45.68301574845779
2019-01-17 01:00:00,0.0,0.175,61.944939128896436
2019-01-17 02:00:00,0.0,0.259,34.72423641061029
2019-01-17 03:00:00,0.0,0.328,73.28238505688242
2019-01-17 04:00:00,0.0,0.382,45.62486265700731
2019-01-17 05:00:00,0.0,0.437,36.56969807877063
2019-01-17 06:00:00,0.0,0.487,66.99418739114748
2019-01-17 07:00:00,0.01,0.516,44.12865487051224
2019-01-17 08:00:00,0.125,0.523,49.78508765563118
2019-01-17 09:00:00,0.298,0.519,44.197132480647944
2019-01-17 10:00:00,0.415,0.471,40.48278732844696
2019-01-17 11:00:00,0.473,0.398,37.36964508849936
2019-01-17 12:00:00,0.525,0.292,34.292968343300075
2019-01-17 13:00:00,0.476,0.208,30.936256417728686
2019-01-17 14:00:00,0.346,0.155,36.289926270238695
2019-01-17 15:00:00,0.15,0.101,46.36571214067311
2019-01-17 16:00:00,0.004,0.072,39.69749280007807
2019-01-17 17:00:00,0.0,0.077,39.075202515085195
2019-01-17 18:00:00,0.0,0.091,21.26166627995864
2019-01-17 19:00:00,0.0,0.096,12.223952000123013
2019-01-17 20:00:00,0.0,0.101,25.69009576037363
2019-01-17 21:00:00,0.0,0.106,41.05008540520117
2019-01-17 22:00:00,0.0,0.089,37.72829848075273
2019-01-17 23:00:00,0.0,0.057,49.13897452635965
2019-01-18 00:00:00,0.0,0.03,58.444509347905694
2019-01-18 01:00:00,0.0,0.025,44.67474580602205
2019-01-18 02:00:00,0.0,0.03,53.29948364514362
2019-01-18 03:00:00,0.0,0.041,59.23521067900151
2019-01-18 04:00:00,0.0,0.053,68.97155650208215
2019-01-18 05:00:00,0.0,0.056,28.321187906050433
2019-01-18 06:00:00,0.0,0.058,58.900603869401564
2019-01-18 07:00:00,0.0,0.068,61.25063421995614
2019-01-18 08:00:00,0.025,0.081,48.32198345196223
2019-01-18 09:00:00,0.087,0.099,45.07580491843818
2019-01-18 10:00:00,0.218,0.118,35.4717391235134
2019-01-18 11:00:00,0.449,0.129,56.839456313031164
2019-01-18 12:00:00,0.615,0.131,34.10841791270533
2019-01-18 13:00:00,0.389,0.153,41.55049676858932
2019-01-18 14:00:00,0.137,0.207,32.14741375973831
2019-01-18 15:00:00,0.037,0.289,33.794185699350315
2019-01-18 16:00:00,0.0,0.361,52.73006800195155
2019-01-18 17:00:00,0.0,0.4,25.42201403926717
2019-01-18 18:00:00,0.0,0.407,40.107356632409534
2019-01-18 19:00:00,0.0,0.416,24.431267287624138
2019-01-18 20:00:00,0.0,0.41,9.121704418754561
2019-01-18 21:00:00,0.0,0.387,39.45714720341613
2019-01-18 22:00:00,0.0,0.379,26.090477364749347
2019-01-18 23:00:00,0.0,0.383,33.560067725762345
2019-01-19 00:00:00,0.0,0.368,42.97534550239428
2019-01-19 01:00:00,0.0,0.348,48.163036418066724
2019-01-19 02:00:00,0.0,0.35,62.24828008781541
2019-01-19 03:00:00,0.0,0.371,50.64494519358541
2019-01-19 04:00:00,0.0,0.381,49.742252780542366
2019-01-19 05:00:00,0.0,0.373,45.871569286973084
2019-01-19 06:00:00,0.0,0.36,44.36481785961789
2019-01-19 07:00:00,0.083,0.339,34.385781334961415
2019-01-19 08:00:00,0.377,0.272,54.369847644732346
2019-01-19 09:00:00,0.576,0.202,49.27426401003471
2019-01-19 10:00:00,0.688,0.145,53.301553019019906
2019-01-19 11:00:00,0.734,0.093,29.61867781313577
2019-01-19 12:00:00,0.722,0.067,55.77382548875344
2019-01-19 13:00:00,0.65,0.054,32.46537549332507
2019-01-19 14:00:00,0.509,0.038,56.07083549306608
2019-01-19 15:00:00,0.289,0.025,45.525328090904495
2019-01-19 16:00:00,0.036,0.025,58.37434522366446
2019-01-19 17:00:00,0.0,0.041,43.02482494703858
2019-01-19 18:00:00,0.0,0.072,32.72021278029072
2019-01-19 19:00:00,0.0,0.12,43.87858107682439
2019-01-19 20:00:00,0.0,0.182,29.65465824154269
2019-01-19 21:00:00,0.0,0.23,40.52886808397858
2019-01-19 22:00:00,0.0,0.291,17.73521958145149
2019-01-19 23:00:00,0.0,0.391,45.721929180126025
2019-01-20 00:00:00,0.0,0.478,46.61914819064908
2019-01-20 01:00:00,0.0,0.509,42.85818446698657
2019-01-20 02:00:00,0.0,0.489,27.616619271408815
2019-01-20 03:00:00,0.0,0.401,58.28616773218796
2019-01-20 04:00:00,0.0,0.27,70.34863081188448
2019-01-20 05:00:00,0.0,0.148,75.49162196096829
2019-01-20 06:00:00,0.0,0.076,40.13622638180249
2019-01-20 07:00:00,0.0,0.107,27.78547363603169
2019-01-20 08:00:00,0.036,0.207,39.31356248082515
2019-01-20 09:00:00,0.086,0.32,44.78325432729398
2019-01-20 10:00:00,0.115,0.447,44.13214317628209
2019-01-20 11:00:00,0.127,0.568,47.81586873450718
2019-01-20 12:00:00,0.134,0.645,36.84334558993395
2019-01-20 13:00:00,0.139,0.64,42.28472172847688
2019-01-20 14:00:00,0.152,0.568,55.89560079535214
2019-01-20 15:00:00,0.079,0.398,20.390094147331748
2019-01-20 16:00:00,0.001,0.267,49.24101533455479
2019-01-20 17:00:00,0.0,0.213,47.44826566449567
2019-01-20 18:00:00,0.0,0.167,43.376937310893936
2019-01-20 19:00:00,0.0,0.112,37.961671692387945
2019-01-20 20:00:00,0.0,0.062,19.140024154438166
2019-01-20 21:00:00,0.0,0.014,25.313643448176563
2019-01-20 22:00:00,0.0,0.007,45.74810876600334
2019-01-20 23:00:00,0.0,0.035,68.30872835887584
2019-01-21 00:00:00,0.0,0.084,40.422366450193294
