,solar_cf,wind_cf,price
2019-01-02 13:00:00,0.0897,0.6031,56.88101102733765
2019-01-02 14:00:00,0.0315,0.5476,61.80757716337837
2019-01-02 15:00:00,0.0018,0.5162,50.625043635568154
2019-01-02 16:00:00,0.0,0.4925,36.816302072733706
2019-01-02 17:00:00,0.0,0.4543,32.43996532929002
2019-01-02 18:00:00,0.0,0.4082,-32.93207461935012
2019-01-02 19:00:00,0.0,0.3763,25.56952120039988
2019-01-02 20:00:00,0.0,0.3416,43.463783964978845
2019-01-02 21:00:00,0.0,0.3095,34.39146683164575
2019-01-02 22:00:00,0.0,0.2867,53.06618673368954
2019-01-02 23:00:00,0.0,0.2722,32.618443622552604
2019-01-03 00:00:00,0.0,0.2594,-28.769778447147484
2019-01-03 01:00:00,0.0,0.2501,-48.10046570758771
2019-01-03 02:00:00,0.0,0.2539,56.05371142113064
2019-01-03 03:00:00,0.0,0.2679,35.21020869424478
2019-01-03 04:00:00,0.0,0.278,29.76445179228207
2019-01-03 05:00:00,0.0,0.2869,32.07201138786727
2019-01-03 06:00:00,0.0,0.2901,45.9434953634948
2019-01-03 07:00:00,0.0038,0.2885,48.45153434179109
2019-01-03 08:00:00,0.0338,0.2734,64.33225604502755
2019-01-03 09:00:00,0.0737,0.2334,43.26787408568647
2019-01-03 10:00:00,0.0997,0.199,35.9629119420932
2019-01-03 11:00:00,0.1004,0.1788,42.09579808504848
2019-01-03 12:00:00,0.0868,0.1606,67.90996381763486
2019-01-03 13:00:00,0.0568,0.1462,24.615570041419396
2019-01-03 14:00:00,0.0177,0.151,51.82594523167571
2019-01-03 15:00:00,0.0009,0.1731,52.13943290256117
2019-01-03 16:00:00,0.0,0.2032,28.878021287489766
2019-01-03 17:00:00,0.0,0.2102,36.27636743330247
2019-01-03 18:00:00,0.0,0.2024,34.220260110625794
2019-01-03 19:00:00,0.0,0.198,32.93901072696293
2019-01-03 20:00:00,0.0,0.1885,38.78948531539207
2019-01-03 21:00:00,0.0,0.1643,17.86798397921552
2019-01-03 22:00:00,0.0,0.1502,-33.05590883586961
2019-01-03 23:00:00,0.0,0.1452,50.050288536599176
2019-01-04 00:00:00,0.0,0.1642,35.70680167000987
2019-01-04 01:00:00,0.0,0.1816,30.209025962972806
2019-01-04 02:00:00,0.0,0.2076,48.43211187065378
2019-01-04 03:00:00,0.0,0.242,22.252324505939058
2019-01-04 04:00:00,0.0,0.2795,44.99699792005316
2019-01-04 05:00:00,0.0,0.3174,43.55945547742335
2019-01-04 06:00:00,0.0,0.3633,11.466582195894802
2019-01-04 07:00:00,0.0018,0.3956,41.451495867332184
2019-01-04 08:00:00,0.0147,0.4136,53.30038819897314
2019-01-04 09:00:00,0.0325,0.4414,65.50134737600203
2019-01-04 10:00:00,0.045,0.4785,46.3028884267982
2019-01-04 11:00:00,0.0441,0.5171,48.90103417994664
2019-01-04 12:00:00,0.0352,0.542,53.34888858047292
2019-01-04 13:00:00,0.0208,0.538,43.714652626729865
2019-01-04 14:00:00,0.0066,0.5323,62.11009614469194
2019-01-04 15:00:00,0.0004,0.5384,39.58333159179528
2019-01-04 16:00:00,0.0,0.5456,33.50783622223841
2019-01-04 17:00:00,0.0,0.54,-37.51730922670661
2019-01-04 18:00:00,0.0,0.529,33.88964160689317
2019-01-04 19:00:00,0.0,0.5216,30.798280592850187
2019-01-04 20:00:00,0.0,0.5214,40.73986732527892
2019-01-04 21:00:00,0.0,0.5257,33.23485917172188
2019-01-04 22:00:00,0.0,0.5538,32.80125464458571
2019-01-04 23:00:00,0.0,0.5772,35.85209712187279
2019-01-05 00:00:00,0.0,0.591,37.7397615698385
2019-01-05 01:00:00,0.0,0.6142,20.119410809410574
2019-01-05 02:00:00,0.0,0.6371,45.68709939184012
2019-01-05 03:00:00,0.0,0.6564,25.980258877181516
2019-01-05 04:00:00,0.0,0.6464,43.43460119210561
2019-01-05 05:00:00,0.0,0.6586,46.05205219698364
2019-01-05 06:00:00,0.0,0.6278,39.32622793477323
2019-01-05 07:00:00,0.0014,0.5979,48.63321841284397
2019-01-05 08:00:00,0.0078,0.572,47.09723262408842
2019-01-05 09:00:00,0.0188,0.5408,40.60441868300589
2019-01-05 10:00:00,0.0304,0.5159,50.09936785648277
2019-01-05 11:00:00,0.0345,0.4881,69.49617897466996
2019-01-05 12:00:00,0.028,0.4701,54.34073035202326
2019-01-05 13:00:00,0.0167,0.4396,51.74287544768735
2019-01-05 14:00:00,0.0052,0.4046,41.79562858460155
2019-01-05 15:00:00,0.0002,0.3909,35.300714520849326
2019-01-05 16:00:00,0.0,0.3831,44.456705125527954
2019-01-05 17:00:00,0.0,0.3764,54.79463849887182
2019-01-05 18:00:00,0.0,0.3575,31.114980400360125
2019-01-05 19:00:00,0.0,0.3452,43.73508722867916
2019-01-05 20:00:00,0.0,0.3326,-15.116156591181921
2019-01-05 21:00:00,0.0,0.3111,67.72951777867621
2019-01-05 22:00:00,0.0,0.2946,30.546516667325967
2019-01-05 23:00:00,0.0,0.2818,38.05420145217911
2019-01-06 00:00:00,0.0,0.2644,55.236933613950576
2019-01-06 01:00:00,0.0,0.2463,41.43945900370017
2019-01-06 02:00:00,0.0,0.2355,57.36592125491305
2019-01-06 03:00:00,0.0,0.2262,54.23093976807715
2019-01-06 04:00:00,0.0,0.2171,58.234135464510075
2019-01-06 05:00:00,0.0,0.194,16.559247485536474
2019-01-06 06:00:00,0.0,0.1739,45.712243837772206
2019-01-06 07:00:00,0.0017,0.1589,68.57304171244196
2019-01-06 08:00:00,0.0154,0.1429,40.406082820012614
2019-01-06 09:00:00,0.0366,0.1245,48.45416977513682
2019-01-06 10:00:00,0.0515,0.1173,22.22756332310797
2019-01-06 11:00:00,0.0555,0.1254,99.4077775005195
2019-01-06 12:00:00,0.0475,0.1333,77.91835787878102
2019-01-06 13:00:00,0.0302,0.1332,70.41790734205249
2019-01-06 14:00:00,0.01,0.1332,46.2630595395056
2019-01-06 15:00:00,0.0006,0.1393,52.40487507820538
2019-01-06 16:00:00,0.0,0.158,62.5808419234404
2019-01-06 17:00:00,0.0,0.1726,-39.1285551859036
2019-01-06 18:00:00,0.0,0.1804,45.953202903489796
2019-01-06 19:00:00,0.0,0.1816,51.45082718203708
2019-01-06 20:00:00,0.0,0.1804,8.20524424754673
2019-01-06 21:00:00,0.0,0.1687,20.671453006769053
2019-01-06 22:00:00,0.0,0.1666,29.547967013321646
2019-01-06 23:00:00,0.0,0.179,53.40857245854069
2019-01-07 00:00:00,0.0,0.1924,32.1099597665248
2019-01-07 01:00:00,0.0,0.2043,46.88792970596578
2019-01-07 02:00:00,0.0,0.2121,37.03884535740511
2019-01-07 03:00:00,0.0,0.2128,47.58758477871993
2019-01-07 04:00:00,0.0,0.2153,65.78441862929176
2019-01-07 05:00:00,0.0,0.2143,45.42488483898894
2019-01-07 06:00:00,0.0,0.2022,21.308558051603278
2019-01-07 07:00:00,0.0015,0.1914,63.84563126591269
2019-01-07 08:00:00,0.0138,0.1785,55.97367901903375
2019-01-07 09:00:00,0.0322,0.1726,32.14000387060071
2019-01-07 10:00:00,0.0451,0.1853,41.130838165771806
2019-01-07 11:00:00,0.0482,0.2168,-30.071888340770407
2019-01-07 12:00:00,0.0418,0.2472,49.40492141211509
2019-01-07 13:00:00,0.0266,0.2766,55.2402878154424
2019-01-07 14:00:00,0.0092,0.3244,46.14894727640164
2019-01-07 15:00:00,0.0007,0.3844,66.80374423449872
2019-01-07 16:00:00,0.0,0.4658,54.19004703227271
2019-01-07 17:00:00,0.0,0.5466,44.832803057510134
2019-01-07 18:00:00,0.0,0.6189,42.757001657341135
2019-01-07 19:00:00,0.0,0.6946,49.637425965916165
2019-01-07 20:00:00,0.0,0.7494,44.56535062836569
2019-01-07 21:00:00,0.0,0.7442,43.06426458220621
2019-01-07 22:00:00,0.0,0.7624,22.288557410334974
2019-01-07 23:00:00,0.0,0.7704,19.886654995463612
2019-01-08 00:00:00,0.0,0.7661,29.981710070632985
2019-01-08 01:00:00,0.0,0.7674,43.48842754394839
2019-01-08 02:00:00,0.0,0.7722,34.70972333489247
2019-01-08 03:00:00,0.0,0.7747,41.74423011095791
2019-01-08 04:00:00,0.0,0.7796,39.049990387874914
2019-01-08 05:00:00,0.0,0.8152,57.03899711243764
2019-01-08 06:00:00,0.0,0.8409,68.25829818811121
2019-01-08 07:00:00,0.0018,0.8565,31.86109233209194
2019-01-08 08:00:00,0.0158,0.8739,53.763456496472784
2019-01-08 09:00:00,0.0381,0.8732,73.3579554264057
2019-01-08 10:00:00,0.0544,0.8754,49.970123257573796
2019-01-08 11:00:00,0.0632,0.8834,57.81610610573047
2019-01-08 12:00:00,0.0577,0.8759,54.035254135355515
2019-01-08 13:00:00,0.0374,0.8571,18.92576274333188
2019-01-08 14:00:00,0.0135,0.8517,54.635298311861675
2019-01-08 15:00:00,0.001,0.8616,45.13937249837119
2019-01-08 16:00:00,0.0,0.8586,69.83891026041913
2019-01-08 17:00:00,0.0,0.8464,48.40608217045224
2019-01-08 18:00:00,0.0,0.8441,57.43895532213875
2019-01-08 19:00:00,0.0,0.8369,38.077459525867155
2019-01-08 20:00:00,0.0,0.828,32.00881430915704
2019-01-08 21:00:00,0.0,0.7892,36.45842055111701
2019-01-08 22:00:00,0.0,0.7786,62.60679427572999
2019-01-08 23:00:00,0.0,0.7707,39.996948552492334
2019-01-09 00:00:00,0.0,0.7502,25.712467486925163
2019-01-09 01:00:00,0.0,0.7375,62.5716128375818
2019-01-09 02:00:00,0.0,0.7303,34.75978414746367
2019-01-09 03:00:00,0.0,0.7229,43.11435738210047
2019-01-09 04:00:00,0.0,0.7044,36.10754601827894
2019-01-09 05:00:00,0.0,0.6976,46.941410588681435
2019-01-09 06:00:00,0.0,0.684,55.05164170656707
2019-01-09 07:00:00,0.0016,0.6712,44.858647089499065
2019-01-09 08:00:00,0.0163,0.6576,56.52556154090901
2019-01-09 09:00:00,0.0408,0.6525,52.81404674333837
2019-01-09 10:00:00,0.0587,0.6603,48.6808436570779
2019-01-09 11:00:00,0.059,0.6646,66.41961208270912
2019-01-09 12:00:00,0.0498,0.6694,45.35372992812885
2019-01-09 13:00:00,0.0326,0.6575,47.36979704135986
2019-01-09 14:00:00,0.0128,0.6424,57.61689488583526
2019-01-09 15:00:00,0.0011,0.631,24.980487331723005
2019-01-09 16:00:00,0.0,0.6042,53.29285040322664
2019-01-09 17:00:00,0.0,0.5938,53.93006674572675
2019-01-09 18:00:00,0.0,0.5681,50.19379569150405
2019-01-09 19:00:00,0.0,0.5291,32.40904690097777
2019-01-09 20:00:00,0.0,0.4765,37.38925491166735
2019-01-09 21:00:00,0.0,0.4213,43.59740190863888
2019-01-09 22:00:00,0.0,0.3846,37.386371804514575
2019-01-09 23:00:00,0.0,0.3491,54.791134949515154
2019-01-10 00:00:00,0.0,0.32,50.81512856596686
2019-01-10 01:00:00,0.0,0.2899,55.61738859229763
2019-01-10 02:00:00,0.0,0.2643,41.85550741863005
2019-01-10 03:00:00,0.0,0.251,-34.64558021561531
2019-01-10 04:00:00,0.0,0.2342,33.04986827792616
2019-01-10 05:00:00,0.0,0.213,35.38008855913709
2019-01-10 06:00:00,0.0,0.1861,36.12436640410338
2019-01-10 07:00:00,0.0018,0.1612,59.92182989188413
2019-01-10 08:00:00,0.0152,0.1338,57.483344915541124
2019-01-10 09:00:00,0.0338,0.1118,39.72128500772082
2019-01-10 10:00:00,0.0463,0.0972,-7.430241287627395
2019-01-10 11:00:00,0.0508,0.0887,47.92936715040561
2019-01-10 12:00:00,0.0434,0.081,42.22038160614224
2019-01-10 13:00:00,0.0278,0.0754,65.6650382731932
2019-01-10 14:00:00,0.01,0.0712,51.54653800168983
2019-01-10 15:00:00,0.0008,0.0692,46.920885588520015
2019-01-10 16:00:00,0.0,0.0731,50.32079219389534
2019-01-10 17:00:00,0.0,0.0799,41.11652683128145
2019-01-10 18:00:00,0.0,0.083,16.439936466762145
2019-01-10 19:00:00,0.0,0.0816,44.504396452846336
2019-01-10 20:00:00,0.0,0.0902,22.205343129003086
2019-01-10 21:00:00,0.0,0.1051,44.68283337004185
2019-01-10 22:00:00,0.0,0.1216,40.462778553305895
2019-01-10 23:00:00,0.0,0.138,-38.15377917317319
2019-01-11 00:00:00,0.0,0.1468,43.19697698954724
2019-01-11 01:00:00,0.0,0.1563,54.35384941531663
2019-01-11 02:00:00,0.0,0.1861,-23.39995104496929
2019-01-11 03:00:00,0.0,0.2134,44.424485717411294
2019-01-11 04:00:00,0.0,0.2417,27.351165503532293
2019-01-11 05:00:00,0.0,0.2698,50.8984328009855
2019-01-11 06:00:00,0.0,0.2975,50.65121532410986
2019-01-11 07:00:00,0.0017,0.3112,63.81327211121331
2019-01-11 08:00:00,0.0076,0.3223,51.62367056529314
2019-01-11 09:00:00,0.016,0.3474,52.887239958388214
2019-01-11 10:00:00,0.0213,0.3748,45.207419671050204
2019-01-11 11:00:00,0.0238,0.4185,60.71292994588489
2019-01-11 12:00:00,0.021,0.4573,38.730335230331605
2019-01-11 13:00:00,0.0142,0.4852,46.49449017028982
2019-01-11 14:00:00,0.0058,0.509,48.34612509520113
2019-01-11 15:00:00,0.0005,0.5263,28.324077123305123
2019-01-11 16:00:00,0.0,0.5408,48.25487940341701
2019-01-11 17:00:00,0.0,0.5416,24.321032384056412
2019-01-11 18:00:00,0.0,0.5125,54.600778950394535
2019-01-11 19:00:00,0.0,0.5,52.118529967241216
2019-01-11 20:00:00,0.0,0.4902,48.43612909732356
2019-01-11 21:00:00,0.0,0.4763,18.60333631767502
2019-01-11 22:00:00,0.0,0.4704,25.35180754294737
2019-01-11 23:00:00,0.0,0.4554,39.586429185685965
2019-01-12 00:00:00,0.0,0.4391,30.056457330372986
2019-01-12 01:00:00,0.0,0.4237,35.36238041229875
2019-01-12 02:00:00,0.0,0.4096,-49.81375951508913
2019-01-12 03:00:00,0.0,0.4033,38.87845900183056
2019-01-12 04:00:00,0.0,0.4207,46.69683262518536
2019-01-12 05:00:00,0.0,0.4484,46.04035111785812
2019-01-12 06:00:00,0.0,0.4727,45.376346777522556
2019-01-12 07:00:00,0.0013,0.4912,50.33454788667202
2019-01-12 08:00:00,0.0105,0.5136,42.45995229293322
2019-01-12 09:00:00,0.0236,0.5561,43.02289839621313
2019-01-12 10:00:00,0.0291,0.6193,64.69800477179396
2019-01-12 11:00:00,0.0309,0.6645,-18.49311145481835
2019-01-12 12:00:00,0.026,0.6879,40.686743779656084
2019-01-12 13:00:00,0.0163,0.7046,46.07076349421949
2019-01-12 14:00:00,0.0057,0.7117,50.2871627402026
2019-01-12 15:00:00,0.0004,0.72,58.737631995420166
2019-01-12 16:00:00,0.0,0.7208,54.7110776335007
2019-01-12 17:00:00,0.0,0.7248,34.099185550231915
2019-01-12 18:00:00,0.0,0.7173,58.923459952666015
2019-01-12 19:00:00,0.0,0.7078,29.99519189599505
2019-01-12 20:00:00,0.0,0.6784,28.685174392599876
2019-01-12 21:00:00,0.0,0.6537,32.20846219646508
2019-01-12 22:00:00,0.0,0.6521,58.426515483405915
2019-01-12 23:00:00,0.0,0.6539,22.791209816856583
2019-01-13 00:00:00,0.0,0.6305,18.111747567599124
2019-01-13 01:00:00,0.0,0.6031,27.51868002586255
2019-01-13 02:00:00,0.0,0.5888,64.07371417640337
2019-01-13 03:00:00,0.0,0.5825,35.53269834651507
2019-01-13 04:00:00,0.0,0.5705,47.626393104929875
2019-01-13 05:00:00,0.0,0.583,48.300834779809605
2019-01-13 06:00:00,0.0,0.6081,43.199161887550126
2019-01-13 07:00:00,0.0018,0.645,53.009585865052124
2019-01-13 08:00:00,0.0084,0.688,34.10715186788102
2019-01-13 09:00:00,0.0182,0.7314,49.25710680319496
2019-01-13 10:00:00,0.0255,0.7718,61.62971196314891
2019-01-13 11:00:00,0.0279,0.8021,66.31726074625237
2019-01-13 12:00:00,0.024,0.8207,45.23538357697285
2019-01-13 13:00:00,0.0151,0.8314,78.35311083004625
2019-01-13 14:00:00,0.0059,0.849,33.76839024789888
2019-01-13 15:00:00,0.0004,0.8571,34.58002599722519
2019-01-13 16:00:00,0.0,0.8781,-10.69053506016666
2019-01-13 17:00:00,0.0,0.9028,46.47828776348877
2019-01-13 18:00:00,0.0,0.9155,40.70485808220934
2019-01-13 19:00:00,0.0,0.9145,44.165796741918506
2019-01-13 20:00:00,0.0,0.9074,38.14270946134663
2019-01-13 21:00:00,0.0,0.8678,-12.80892988014875
2019-01-13 22:00:00,0.0,0.8286,46.81457810283746
2019-01-13 23:00:00,0.0,0.8258,59.791759906216164
2019-01-14 00:00:00,0.0,0.8108,63.53102698292541
2019-01-14 01:00:00,0.0,0.7912,38.113475851388586
2019-01-14 02:00:00,0.0,0.7654,-44.969066907866434
2019-01-14 03:00:00,0.0,0.7407,-31.116161256652898
2019-01-14 04:00:00,0.0,0.7263,45.45473484594677
2019-01-14 05:00:00,0.0,0.7339,62.11224187046638
2019-01-14 06:00:00,0.0,0.7234,35.36668613297937
2019-01-14 07:00:00,0.0049,0.7026,24.142159969020668
2019-01-14 08:00:00,0.0332,0.6803,59.09806629258149
2019-01-14 09:00:00,0.0732,0.6733,57.50979365535582
2019-01-14 10:00:00,0.1028,0.7082,59.106370931129476
2019-01-14 11:00:00,0.1099,0.725,50.709649446072554
2019-01-14 12:00:00,0.0951,0.7411,36.44010171847152
2019-01-14 13:00:00,0.0726,0.7284,27.5426668747744
2019-01-14 14:00:00,0.0336,0.7039,-32.19442133712629
2019-01-14 15:00:00,0.0036,0.6849,52.11774201274059
2019-01-14 16:00:00,0.0,0.6523,24.11428400948534
2019-01-14 17:00:00,0.0,0.6348,23.447786950828693
2019-01-14 18:00:00,0.0,0.6215,56.57188423212152
2019-01-14 19:00:00,0.0,0.6158,35.41156787838124
2019-01-14 20:00:00,0.0,0.612,42.417964121993506
2019-01-14 21:00:00,0.0,0.593,-24.36154523380262
2019-01-14 22:00:00,0.0,0.5767,32.74319052786688
2019-01-14 23:00:00,0.0,0.5674,29.82740485844821
2019-01-15 00:00:00,0.0,0.5775,30.998188309736648
2019-01-15 01:00:00,0.0,0.5926,45.22826563230657
2019-01-15 02:00:00,0.0,0.6152,47.42994134930943
2019-01-15 03:00:00,0.0,0.6351,48.00126732747457
2019-01-15 04:00:00,0.0,0.6499,45.51975066515548
2019-01-15 05:00:00,0.0,0.6764,45.309321691104635
2019-01-15 06:00:00,0.0,0.6911,32.2336881879741
2019-01-15 07:00:00,0.0026,0.6888,26.284956829345347
2019-01-15 08:00:00,0.0201,0.6886,50.9767072451591
2019-01-15 09:00:00,0.042,0.6875,50.39381312669012
2019-01-15 10:00:00,0.0558,0.705,47.81543870306044
2019-01-15 11:00:00,0.066,0.72,32.31676391013113
2019-01-15 12:00:00,0.0631,0.7258,47.922644411141405
2019-01-15 13:00:00,0.0463,0.7354,62.2139615508182
2019-01-15 14:00:00,0.018,0.7716,51.05596919307567
2019-01-15 15:00:00,0.0017,0.7906,67.20851381053245
2019-01-15 16:00:00,0.0,0.7988,-24.159454296695507
2019-01-15 17:00:00,0.0,0.7986,57.80405629326098
2019-01-15 18:00:00,0.0,0.7918,66.60330346737302
2019-01-15 19:00:00,0.0,0.7782,63.90701052170516
2019-01-15 20:00:00,0.0,0.7572,35.67224843075813
2019-01-15 21:00:00,0.0,0.7201,31.244289283016965
2019-01-15 22:00:00,0.0,0.7084,103.0744171790918
2019-01-15 23:00:00,0.0,0.6897,45.021723304869596
2019-01-16 00:00:00,0.0,0.6641,36.06777824032095
2019-01-16 01:00:00,0.0,0.6396,45.41248136030882
2019-01-16 02:00:00,0.0,0.6269,26.524662873517688
2019-01-16 03:00:00,0.0,0.6131,35.50021390509489
2019-01-16 04:00:00,0.0,0.5807,37.69341589450083
2019-01-16 05:00:00,0.0,0.5642,38.1135551578906
2019-01-16 06:00:00,0.0,0.5494,48.82534863078402
2019-01-16 07:00:00,0.0063,0.5306,30.33095416405355
2019-01-16 08:00:00,0.0372,0.5287,19.861676599055237
2019-01-16 09:00:00,0.0813,0.5424,33.15205771232203
2019-01-16 10:00:00,0.1184,0.5611,64.65526669171062
2019-01-16 11:00:00,0.1338,0.5684,41.46234592588745
2019-01-16 12:00:00,0.1273,0.568,45.7063672242511
2019-01-16 13:00:00,0.0951,0.5472,48.815646829524105
2019-01-16 14:00:00,0.0434,0.5329,54.64894907322794
2019-01-16 15:00:00,0.0059,0.5394,75.71258957958958
2019-01-16 16:00:00,0.0,0.5524,36.11786020728154
2019-01-16 17:00:00,0.0,0.5733,37.98175331349154
2019-01-16 18:00:00,0.0,0.6039,36.22615945869579
2019-01-16 19:00:00,0.0,0.6222,60.69835512157488
2019-01-16 20:00:00,0.0,0.6445,22.68950109949811
2019-01-16 21:00:00,0.0,0.6454,21.05472847585606
2019-01-16 22:00:00,0.0,0.6578,45.197210932543
2019-01-16 23:00:00,0.0,0.6608,21.71040765864276
2019-01-17 00:00:00,0.0,0.6585,45.726970620601804
2019-01-17 01:00:00,0.0,0.6582,59.92017290085503
2019-01-17 02:00:00,0.0,0.6682,30.77185378046866
2019-01-17 03:00:00,0.0,0.6724,67.67497938983081
2019-01-17 04:00:00,0.0,0.6593,38.747939196315656
2019-01-17 05:00:00,0.0,0.6507,28.89540239880363
2019-01-17 06:00:00,0.0,0.6284,59.04912945493128
2019-01-17 07:00:00,0.007,0.6058,38.52857378997643
2019-01-17 08:00:00,0.0331,0.5752,-25.944907007465428
2019-01-17 09:00:00,0.0589,0.5822,44.25756777138549
2019-01-17 10:00:00,0.0776,0.5913,43.473256864184194
2019-01-17 11:00:00,0.0801,0.5786,43.09059662614414
2019-01-17 12:00:00,0.0745,0.5672,42.358896581167656
2019-01-17 13:00:00,0.0567,0.5522,40.80197454252675
2019-01-17 14:00:00,0.029,0.5254,47.28771953511794
2019-01-17 15:00:00,0.0041,0.5373,57.750841519398705
2019-01-17 16:00:00,0.0,0.5718,50.69894771848834
2019-01-17 17:00:00,0.0,0.582,48.94824394506156
2019-01-17 18:00:00,0.0,0.5893,29.338579470884255
2019-01-17 19:00:00,0.0,0.5921,17.959550133054236
2019-01-17 20:00:00,0.0,0.5827,28.698873526090622
2019-01-17 21:00:00,0.0,0.5482,41.132490551192944
2019-01-17 22:00:00,0.0,0.5172,34.88433096462512
2019-01-17 23:00:00,0.0,0.4784,51.29559312614798
2019-01-18 00:00:00,0.0,0.4443,58.532406067416474
2019-01-18 01:00:00,0.0,0.4,-11.621354405370102
2019-01-18 02:00:00,0.0,0.3479,49.39104118913994
2019-01-18 03:00:00,0.0,0.306,53.671744315565036
2019-01-18 04:00:00,0.0,0.2731,62.13857145187782
2019-01-18 05:00:00,0.0,0.2512,20.690829720838387
2019-01-18 06:00:00,0.0,0.245,50.99948248960388
2019-01-18 07:00:00,0.0077,0.2232,55.6944887348988
2019-01-18 08:00:00,0.0474,0.1898,45.49631907854388
2019-01-18 09:00:00,0.106,0.1588,45.180173814965315
2019-01-18 10:00:00,0.1714,0.1308,38.506141236292414
2019-01-18 11:00:00,0.2082,0.1142,62.60433937636836
2019-01-18 12:00:00,0.2054,0.115,42.218276602314965
2019-01-18 13:00:00,0.159,0.1128,51.4601442485786
2019-01-18 14:00:00,0.0747,0.1118,43.18913526065806
2019-01-18 15:00:00,0.0095,0.1274,45.22324217236639
2019-01-18 16:00:00,0.0,0.1582,63.77544885030355
2019-01-18 17:00:00,0.0,0.1719,35.33898021223838
2019-01-18 18:00:00,0.0,0.1703,48.228193356785596
2019-01-18 19:00:00,0.0,0.1616,30.2107877218645
2019-01-18 20:00:00,0.0,0.1539,12.17440323104313
2019-01-18 21:00:00,0.0,0.1423,39.583472118646306
2019-01-18 22:00:00,0.0,0.1286,23.290428317932026
2019-01-18 23:00:00,0.0,0.1197,35.760603472338516
2019-01-19 00:00:00,0.0,0.116,43.10715802357687
2019-01-19 01:00:00,0.0,0.1006,46.226125646043485
2019-01-19 02:00:00,0.0,0.0945,58.38375067547343
2019-01-19 03:00:00,0.0,0.0981,45.12539046091796
2019-01-19 04:00:00,0.0,0.0959,42.95317792562363
2019-01-19 05:00:00,0.0,0.0933,38.285119838973166
2019-01-19 06:00:00,0.0,0.1014,36.50760373636957
2019-01-19 07:00:00,0.0127,0.1074,28.873541603202163
2019-01-19 08:00:00,0.0842,0.1005,51.588087498773056
2019-01-19 09:00:00,0.1762,0.0787,49.42253558559493
2019-01-19 10:00:00,0.2477,0.0564,56.379856239819844
2019-01-19 11:00:00,0.2716,0.0373,35.427460390896385
2019-01-19 12:00:00,0.2486,0.0318,-30.36780169469011
2019-01-19 13:00:00,0.1799,0.0323,42.41891923278996
2019-01-19 14:00:00,0.0831,0.04,67.15645159211282
2019-01-19 15:00:00,0.0126,0.0683,56.99827747811693
2019-01-19 16:00:00,0.0,0.1101,69.46361727970105
2019-01-19 17:00:00,0.0,0.145,52.98568059860234
2019-01-19 18:00:00,0.0,0.1621,40.88493723158791
2019-01-19 19:00:00,0.0,0.168,49.701987463735996
2019-01-19 20:00:00,0.0,0.1686,32.75124120967506
2019-01-19 21:00:00,0.0,0.1588,40.69907533564846
2019-01-19 22:00:00,0.0,0.1478,14.97905102909408
2019-01-19 23:00:00,0.0,0.1311,47.96634355660757
2019-01-20 00:00:00,0.0,0.1098,46.794837454608704
2019-01-20 01:00:00,0.0,0.0919,40.96514852803921
2019-01-20 02:00:00,0.0,0.0777,23.795962759869717
2019-01-20 03:00:00,0.0,0.0669,52.81048394547955
2019-01-20 04:00:00,0.0,0.0575,63.603424925511064
